plate,state,license_type,summons_number,issue_date,violation_time,violation,fine_amount,penalty_amount,interest_amount,reduction_amount,payment_amount,amount_due,precinct,county,issuing_agency,summons_image,judgment_entry_date,violation_status
GMK9236,NY,PAS,5096307852,05/05/2017,04:48P,FAILURE TO STOP AT RED LIGHT,50.0,25.0,2.44,0.06,77.38,0.0,0.0,BX,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSQk5VNXFUWGRPZW1jeFRXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",08/03/2017,
61096MC,NY,COM,8511811072,03/31/2017,10:32A,FAIL TO DISP. MUNI METER RECPT,65.0,0.0,0.0,37.0,28.0,0.0,19.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVFMVVaM2hOVkVFelRXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING HELD-GUILTY REDUCTION
6N79H,NY,OMT,8511810985,03/31/2017,09:38A,FIRE HYDRANT,115.0,0.0,0.0,0.0,115.0,0.0,19.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVFMVVaM2hOUkdzMFRsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
94557MD,NY,COM,8511811000,03/31/2017,09:48A,EXPIRED MUNI METER,65.0,0.0,0.0,65.0,0.0,0.0,19.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVFMVVaM2hOVkVGM1RVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING HELD-NOT GUILTY
AN787N,NJ,PAS,8204034441,10/11/2016,02:25P,WRONG WAY,45.0,0.0,0.0,9.0,36.0,0.0,114.0,Q,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSSmQwNUVRWHBPUkZFd1RWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING HELD-GUILTY REDUCTION
235YGP,CT,PAS,8074043940,09/02/2016,02:22P,FAIL TO DSPLY MUNI METER RECPT,65.0,10.0,0.0,0.0,75.0,0.0,19.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSQk0wNUVRVEJOZW1zd1RVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
FSM3705,NY,PAS,8204034465,10/11/2016,03:21P,INSP. STICKER-EXPIRED/MISSING,65.0,0.0,0.0,0.0,65.0,0.0,114.0,Q,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSSmQwNUVRWHBPUkZFeVRsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
V25EWR,NJ,PAS,7025506072,06/09/2016,09:09P,FIRE HYDRANT,115.0,60.0,13.46,0.04,188.42,0.0,44.0,BX,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VG5wQmVVNVVWWGRPYWtFelRXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",09/29/2016,
826647N,NJ,PAS,8204034684,10/13/2016,08:10A,NO PARKING-STREET CLEANING,45.0,0.0,0.0,0.0,45.0,0.0,109.0,Q,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSSmQwNUVRWHBPUkZrMFRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
XVS3084,VA,PAS,7499609431,11/06/2008,,,,,,,,,,,,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VG5wUk5VOVVXWGRQVkZGNlRWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
BWX0205,MI,PAS,7499609662,11/15/2008,,,,,,,,,,,,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VG5wUk5VOVVXWGRQVkZreVRXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
GXG3079,NY,PAS,5096309060,05/05/2017,06:14P,FAILURE TO STOP AT RED LIGHT,50.0,25.0,2.21,0.09,77.12,0.0,0.0,BK,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSQk5VNXFUWGRQVkVFeVRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",08/03/2017,
HWW4522,NY,PAS,8754727984,09/04/2019,11:43A,FAIL TO DSPLY MUNI METER RECPT,35.0,0.0,0.0,0.0,35.0,0.0,48.0,BX,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak1VNUVZM2xPZW1zMFRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
KMM2235,PA,PAS,4645833674,05/17/2018,01:23P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,25.0,0.11,0.0,75.11,0.0,0.0,BX,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1FNVVaM3BOZWxrelRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",08/09/2018,
KNP6634,PA,PAS,4645833662,05/17/2018,01:19P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,0.0,QN,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1FNVVaM3BOZWxreVRXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
KMD0789,PA,PAS,4645833650,05/17/2018,01:18P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,0.0,BK,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1FNVVaM3BOZWxreFRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
51924PC,NY,IRP,8513913510,06/02/2017,10:18A,NO STANDING-DAY/TIME LIMITS,115.0,0.0,0.0,0.0,115.0,0.0,19.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVFMTZhM2hOZWxWNFRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
HNJ5795,NY,PAS,5103517255,09/16/2018,04:25P,FAILURE TO STOP AT RED LIGHT,50.0,0.0,0.0,0.0,50.0,0.0,0.0,BK,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSRmQwMTZWWGhPZWtreFRsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
19648MJ,NY,COM,8529702438,03/15/2017,01:38P,DOUBLE PARKING,115.0,10.0,0.0,125.0,0.0,0.0,49.0,BX,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVVOVVZM2ROYWxGNlQwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING HELD-NOT GUILTY
GZH5600,NY,PAS,8512843093,06/09/2018,09:14A,FAIL TO DSPLY MUNI METER RECPT,65.0,0.0,0.0,0.0,65.0,0.0,19.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVFMXFaekJOZWtFMVRYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
LUCK33,NY,OMT,4009472467,09/25/2018,05:43P,BUS LANE VIOLATION,115.0,0.0,0.0,0.0,115.0,0.0,0.0,BX,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSQmQwOVVVVE5OYWxFeVRuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
13663MD,NY,COM,8485818878,06/10/2017,07:50A,NO STANDING-BUS STOP,115.0,0.0,0.0,10.0,105.0,0.0,18.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSUk5FNVVaM2hQUkdjelQwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING HELD-GUILTY REDUCTION
FZX4973,NY,PAS,7093045534,11/23/2013,08:17A,FAIL TO DSPLY MUNI METER RECPT,35.0,60.0,25.89,0.07,120.82,0.0,43.0,BX,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VG5wQk5VMTZRVEJPVkZWNlRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",03/13/2014,
98281MH,NY,COM,8511811229,03/31/2017,02:08P,COMML PLATES-UNALTERED VEHICLE,115.0,0.0,0.0,0.0,115.0,0.0,19.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVFMVVaM2hOVkVsNVQxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
N49GLX,NJ,PAS,8204035615,10/19/2016,01:11P,NO PARKING-DAY/TIME LIMITS,60.0,0.0,0.0,0.0,60.0,0.0,108.0,Q,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSSmQwNUVRWHBPVkZsNFRsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING PENDING
71280MD,NY,COM,8010156073,06/24/2016,08:45A,NO STANDING-DAY/TIME LIMITS,115.0,0.0,0.0,0.0,115.0,0.0,14.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSQmVFMUVSVEZPYWtFelRYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING HELD-GUILTY
T695412C,NY,OMT,8220538259,11/19/2016,12:08P,NO STANDING-COMM METER ZONE,115.0,0.0,0.0,115.0,0.0,0.0,115.0,Q,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSSmVVMUVWWHBQUkVreFQxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING HELD-NOT GUILTY
KFA4675,PA,PAS,4645833686,05/17/2018,01:23P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,0.0,QN,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1FNVVaM3BOZWxrMFRtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
HGY7595,OH,PAS,4645833704,05/17/2018,01:28P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,25.0,0.0,0.0,75.0,0.0,0.0,BK,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1FNVVaM3BOZW1OM1RrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
HSZ3914,NY,PAS,4009472480,09/25/2018,05:44P,BUS LANE VIOLATION,115.0,0.0,0.0,0.0,115.0,0.0,0.0,BK,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSQmQwOVVVVE5OYWxFMFRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
X49HLC,NJ,PAS,1448631762,01/31/2019,05:31P,NO STANDING-EXC. AUTH. VEHICLE,95.0,10.0,0.0,0.0,105.0,0.0,19.0,,POLICE DEPARTMENT,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk1FOUVXWHBOVkdNeVRXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
43778ME,NY,COM,8074044166,09/03/2016,12:55P,NO STOPPING-DAY/TIME LIMITS,115.0,0.0,0.0,0.0,115.0,0.0,19.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSQk0wNUVRVEJPUkVVeVRtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
JAV5157,NY,PAS,8722532808,07/26/2019,07:48A,INSP. STICKER-EXPIRED/MISSING,65.0,0.0,0.0,0.0,65.0,0.0,105.0,Q,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSamVVMXFWWHBOYW1kM1QwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
HDY6631,NY,PAS,8228540887,02/11/2017,11:06A,INSP. STICKER-EXPIRED/MISSING,65.0,60.0,0.94,0.22,125.72,0.0,104.0,Q,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSSmVVOUVWVEJOUkdjMFRuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",07/27/2017,HEARING HELD-GUILTY
DFMJ85,FL,PAS,8485818910,06/10/2017,08:23A,FAIL TO DSPLY MUNI METER RECPT,65.0,0.0,0.0,65.0,0.0,0.0,18.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSUk5FNVVaM2hQUkd0NFRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING HELD-NOT GUILTY
66732MD,NY,COM,8497064859,06/10/2017,11:25A,NO STANDING-DAY/TIME LIMITS,115.0,0.0,0.0,23.0,92.0,0.0,14.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSUk5VNTZRVEpPUkdjeFQxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING HELD-GUILTY REDUCTION
GNE5583,NY,PAS,8513913637,06/05/2017,09:36A,NO PARKING-STREET CLEANING,45.0,0.0,0.0,0.0,45.0,0.0,24.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVFMTZhM2hOZWxsNlRuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
0001TMD,DP,PAS,8497064860,06/10/2017,11:29A,NO STANDING-DAY/TIME LIMITS,115.0,0.0,0.0,115.0,0.0,0.0,14.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSUk5VNTZRVEpPUkdjeVRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING HELD-NOT GUILTY
HNY2669,NY,PAS,8523519774,05/06/2017,08:18A,FAIL TO DSPLY MUNI METER RECPT,35.0,0.0,0.0,0.0,35.0,0.0,48.0,BX,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVVMTZWWGhQVkdNelRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
622632,NY,PAS,8523519853,05/06/2017,09:14A,FAIL TO DSPLY MUNI METER RECPT,35.0,0.0,0.0,0.0,35.0,0.0,48.0,BX,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVVMTZWWGhQVkdjeFRYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING HELD-GUILTY
HAX9580,NY,PAS,4654855567,03/28/2019,10:12A,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,0.0,BK,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VNUVaekZPVkZVeVRuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
2372812,IN,PAS,8511811412,04/01/2017,08:22A,NO STANDING-BUS STOP,115.0,0.0,0.0,0.0,115.0,0.0,19.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVFMVVaM2hOVkZGNFRXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
GLS2402,NY,PAS,8220538296,11/19/2016,12:42P,FAIL TO DSPLY MUNI METER RECPT,35.0,10.0,0.0,0.0,45.0,0.0,115.0,Q,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSSmVVMUVWWHBQUkVrMVRtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
FDN1913,NY,PAS,8204034740,10/13/2016,09:20A,NO PARKING-STREET CLEANING,45.0,0.0,0.0,0.0,45.0,0.0,109.0,Q,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSSmQwNUVRWHBPUkdNd1RVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
GDN9256,NY,PAS,8204035809,10/19/2016,05:06P,NO STANDING-DAY/TIME LIMITS,115.0,0.0,0.0,0.0,115.0,0.0,108.0,Q,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSSmQwNUVRWHBPVkdkM1QxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING PENDING
489909N,NJ,PAS,7818348128,04/16/2015,,,,,,,,,,,,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VG5wbmVFOUVUVEJQUkVWNVQwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
HBM9949,NY,PAS,5096309812,05/05/2017,07:34P,FAILURE TO STOP AT RED LIGHT,50.0,25.0,1.53,0.06,76.47,0.0,0.0,BX,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSQk5VNXFUWGRQVkdkNFRXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",08/03/2017,
HJP6267,NY,PAS,8484299892,01/16/2018,02:08P,EXPIRED MUNI METER,65.0,10.0,0.0,0.0,75.0,0.0,13.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSUk5FNUVTVFZQVkdjMVRXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
GAJ8606,OH,PAS,4645833777,05/17/2018,01:53P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,0.0,BK,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1FNVVaM3BOZW1NelRuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
T54GNR,NJ,PAS,4009472509,09/25/2018,05:45P,BUS LANE VIOLATION,115.0,0.0,0.0,0.0,115.0,0.0,0.0,BX,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSQmQwOVVVVE5OYWxWM1QxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
61SS84,NY,MOT,8579227124,06/07/2019,09:12A,INSP. STICKER-EXPIRED/MISSING,65.0,0.0,0.0,0.0,65.0,0.0,61.0,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk0wOVVTWGxPZWtWNVRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
HRA6017,NY,PAS,8579258959,07/07/2018,11:35A,NO STANDING-DAY/TIME LIMITS,115.0,60.0,8.33,0.0,183.33,0.0,78.0,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk0wOVVTVEZQUkdzeFQxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",12/20/2018,HEARING HELD-GUILTY
GUU9837,NY,PAS,4646074126,05/25/2018,01:50P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,0.0,BK,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1FNXFRVE5PUkVWNVRtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING HELD-GUILTY
KGK6326,PA,PAS,4645833730,05/17/2018,01:37P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,0.0,BK,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1FNVVaM3BOZW1ONlRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
GTL2868,NY,PAS,4009472510,09/25/2018,05:45P,BUS LANE VIOLATION,115.0,0.0,0.0,0.0,115.0,0.0,0.0,BX,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSQmQwOVVVVE5OYWxWNFRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
GNT7327,NY,PAS,8497306685,04/04/2017,04:29P,NO STANDING-DAY/TIME LIMITS,115.0,60.0,0.48,0.09,175.39,0.0,18.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSUk5VNTZUWGRPYWxrMFRsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",07/20/2017,
82932ME,NY,COM,8485819135,06/12/2017,09:13A,NO STANDING-DAY/TIME LIMITS,115.0,0.0,0.0,23.0,92.0,0.0,17.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSUk5FNVVaM2hQVkVWNlRsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING HELD-GUILTY REDUCTION
HBR6358,NY,PAS,8497065086,06/11/2017,09:22A,FIRE HYDRANT,115.0,0.0,0.0,0.0,115.0,0.0,14.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSUk5VNTZRVEpPVkVFMFRtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
15887MC,NY,COM,8513913704,06/05/2017,10:05A,FAIL TO DSPLY MUNI METER RECPT,35.0,0.0,0.0,15.0,20.0,0.0,24.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVFMTZhM2hOZW1OM1RrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING HELD-GUILTY REDUCTION
35415MB,NY,COM,8513913807,06/06/2017,09:44A,BIKE LANE,115.0,0.0,0.0,10.0,105.0,0.0,24.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVFMTZhM2hOZW1kM1RuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING HELD-GUILTY REDUCTION
HXX2935,NY,PAS,4009472492,09/25/2018,05:45P,BUS LANE VIOLATION,115.0,0.0,0.0,0.0,115.0,0.0,0.0,BX,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSQmQwOVVVVE5OYWxFMVRXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
HME7710,NY,PAS,5096309885,05/05/2017,07:41P,FAILURE TO STOP AT RED LIGHT,50.0,25.0,1.73,0.13,76.6,0.0,0.0,QN,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSQk5VNXFUWGRQVkdjMFRsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",08/03/2017,
67411MG,NY,COM,8074045705,09/14/2016,01:52P,FIRE HYDRANT,115.0,10.0,0.0,125.0,0.0,0.0,24.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSQk0wNUVRVEJPVkdOM1RsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING HELD-NOT GUILTY
BMB8902,NY,PAS,4646074175,05/25/2018,01:51P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,0.0,BK,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1FNXFRVE5PUkVVelRsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
HDL5382,NY,PAS,4646074163,05/25/2018,01:51P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,25.0,0.23,0.06,75.17,0.0,0.0,QN,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1FNXFRVE5PUkVVeVRYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",08/16/2018,
GNY1467,NY,PAS,8204034763,10/13/2016,09:30A,NO PARKING-STREET CLEANING,45.0,0.0,0.0,0.0,45.0,0.0,109.0,Q,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSSmQwNUVRWHBPUkdNeVRYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
GMJ9553,NY,PAS,8523520338,05/08/2017,12:12P,FAIL TO DSPLY MUNI METER RECPT,35.0,0.0,0.0,0.0,35.0,0.0,48.0,BX,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVVMTZWWGxOUkUxNlQwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
GWV8579,NY,PAS,8204034891,10/13/2016,11:24A,NO PARKING-STREET CLEANING,45.0,0.0,0.0,0.0,45.0,0.0,109.0,Q,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSSmQwNUVRWHBPUkdjMVRWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
GPC1346,NY,PAS,8308012140,05/21/2016,12:11P,INSP. STICKER-EXPIRED/MISSING,65.0,60.0,0.62,0.56,125.06,0.0,46.0,BX,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSTmQwOUVRWGhOYWtVd1RVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",10/13/2016,HEARING HELD-GUILTY
T747783C,NY,OMT,4009472546,09/25/2018,05:46P,BUS LANE VIOLATION,115.0,0.0,0.0,0.0,115.0,0.0,0.0,QN,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSQmQwOVVVVE5OYWxVd1RtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING HELD-GUILTY
3153A,MA,APP,8497797899,07/02/2018,04:58P,PARKED BUS-EXC. DESIG. AREA,65.0,10.0,0.0,75.0,0.0,0.0,14.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSUk5VNTZZelZPZW1jMVQxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING HELD-NOT GUILTY
GWF4046,NY,PAS,8754728071,09/05/2019,08:33A,FIRE HYDRANT,115.0,0.0,0.0,0.0,115.0,0.0,43.0,BX,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak1VNUVZM2xQUkVFelRWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
JNW0490,PA,PAS,4645833790,05/17/2018,01:57P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,0.0,QN,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1FNVVaM3BOZW1NMVRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
